orig_path,label,index,ImagePath
Kvasir v2/esophagitis/esophagitis/fcf9d17b-11d3-4cf5-b9a9-148492c66a00.jpg,esophagitis,7,01670.jpg
Kvasir v2/normal-cecum/normal-cecum/43745142-d433-426c-a04f-5c1c2baa51d2.jpg,normal-cecum,1,01671.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/46705b13-80d7-41d1-8505-2d5e2f99065a.jpg,ulcerative-colitis,4,01672.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/71ae264a-c991-41c2-a0ac-8766a8029ccd.jpg,dyed-lifted-polyps,3,01673.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/e0bd0859-61f6-4d2b-9180-aa5578049160.jpg,dyed-lifted-polyps,3,01674.jpg
Kvasir v2/normal-cecum/normal-cecum/1ab067f8-bd10-4937-9a85-6617541144bf.jpg,normal-cecum,1,01675.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/3bbff3fc-255b-4485-9824-9710c6a1ae90.jpg,dyed-resection-margins,5,01676.jpg
Kvasir v2/normal-pylorus/normal-pylorus/a628ab2c-da7a-4eb5-b858-ace28e896b21.jpg,normal-pylorus,6,01677.jpg
Kvasir v2/normal/normal/ea5654b0-ef55-4a73-9314-b5d015b30445.jpg,normal,8,01678.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/55aa1cb0-fdc0-4387-8ed2-eb9d96f5e795.jpg,dyed-resection-margins,5,01679.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/9ae87823-cd0e-4309-aef4-71ff1a43902c.jpg,dyed-resection-margins,5,01680.jpg
Kvasir v2/normal/normal/bab9b6c8-9256-449b-907f-8d265a5dad7c.jpg,normal,8,01681.jpg
Kvasir v2/normal/normal/ab4b23e4-9716-4506-9531-e9f5c9be5e0f.jpg,normal,8,01682.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/c0e44696-70ba-4997-b571-ce3bbe27ee4a.jpg,dyed-resection-margins,5,01683.jpg
Kvasir v2/normal/normal/c5376e37-0c43-4871-b41b-f6a5ecd5a562.jpg,normal,8,01684.jpg
Kvasir v2/normal/normal/fcfdd9d4-c25b-47ec-8235-df898516d140.jpg,normal,8,01685.jpg
Kvasir v2/polyps/polyps/1c121ac5-0545-4644-943c-7ead76f2ca53.jpg,polyps,2,01686.jpg
Kvasir v2/normal/normal/2bee38bd-45a6-4bbe-8d93-e4a00d994120.jpg,normal,8,01687.jpg
Kvasir v2/polyps/polyps/72f45e57-6268-4796-a71f-333d0c00866d.jpg,polyps,2,01688.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/24fe87e4-c66f-4c2f-9e19-748e4bc9a1d5.jpg,dyed-lifted-polyps,3,01689.jpg
Kvasir v2/esophagitis/esophagitis/3e9b1095-1b88-435e-a4da-d37a700ca9ce.jpg,esophagitis,7,01690.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/98d6406c-c306-4f01-91f8-879e98e50685.jpg,ulcerative-colitis,4,01691.jpg
Kvasir v2/normal/normal/4232f3c8-d125-4dec-9503-b875003b758a.jpg,normal,8,01692.jpg
Kvasir v2/esophagitis/esophagitis/6d14438a-5da7-434d-9f43-25673610d2d5.jpg,esophagitis,7,01693.jpg
Kvasir v2/esophagitis/esophagitis/3ef58f64-0c9c-4985-8641-0db885028d9f.jpg,esophagitis,7,01694.jpg
Kvasir v2/esophagitis/esophagitis/06bf814c-3ade-4a4c-812e-a4bd2ff569d9.jpg,esophagitis,7,01695.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/7ab645f7-5744-4e4c-949b-24afd81b1431.jpg,dyed-lifted-polyps,3,01696.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/bbcf113e-151b-4fe4-8a22-78cf2126f650.jpg,dyed-resection-margins,5,01697.jpg
Kvasir v2/normal-cecum/normal-cecum/e2f734eb-4372-43bc-99c8-4f3cb1f464b2.jpg,normal-cecum,1,01698.jpg
Kvasir v2/normal-pylorus/normal-pylorus/7facfd71-c2da-4dfa-8764-251327dd32f2.jpg,normal-pylorus,6,01699.jpg
Kvasir v2/esophagitis/esophagitis/c9cdb039-896d-4900-b231-8fbd5948be02.jpg,esophagitis,7,01700.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/26ef5506-6218-4172-af04-fe1a17e73c54.jpg,dyed-resection-margins,5,01701.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/fc79c489-b358-4368-b965-330615af73d4_00000181.jpg,ulcerative-colitis,4,01702.jpg
Kvasir v2/normal-pylorus/normal-pylorus/9a466dcf-c3f0-4348-9726-943ad68f48d6.jpg,normal-pylorus,6,01703.jpg
Kvasir v2/polyps/polyps/b05e48cc-4903-4d16-baab-3bc260400664.jpg,polyps,2,01704.jpg
Kvasir v2/normal-pylorus/normal-pylorus/b1c06500-726a-4f76-a027-b124801ca27b.jpg,normal-pylorus,6,01705.jpg
Kvasir v2/normal-cecum/normal-cecum/aaf64694-4396-4af5-866a-43c787756f72.jpg,normal-cecum,1,01706.jpg
Kvasir v2/esophagitis/esophagitis/e4836d03-63b6-4978-bb7f-48204107b7b4.jpg,esophagitis,7,01707.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/ace0a55a-156b-4bad-8cc1-75b871e557f5.jpg,ulcerative-colitis,4,01708.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/45b3cd62-aff5-4f86-a879-24377e2546e9.jpg,dyed-lifted-polyps,3,01709.jpg
Kvasir v2/normal-cecum/normal-cecum/ad63a023-c4ee-4b71-8f23-5a864e1c2d02.jpg,normal-cecum,1,01710.jpg
Kvasir v2/esophagitis/esophagitis/85b99115-d334-4a40-a60c-98017e6e4fc3.jpg,esophagitis,7,01711.jpg
Kvasir v2/normal-pylorus/normal-pylorus/d52e4caa-dc18-478c-892c-009a771d35c9.jpg,normal-pylorus,6,01712.jpg
Kvasir v2/normal-pylorus/normal-pylorus/181a2ee5-cd9d-4b6e-92b0-b313805a4931.jpg,normal-pylorus,6,01713.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/d900f24c-bee8-4bf5-a912-27dd81be932d.jpg,ulcerative-colitis,4,01714.jpg
Kvasir v2/polyps/polyps/b3ac7cdb-c121-4537-80cc-60b1af4eda26.jpg,polyps,2,01715.jpg
Kvasir v2/polyps/polyps/138679f9-237b-44c6-bf26-b9921c6b4131.jpg,polyps,2,01716.jpg
Kvasir v2/polyps/polyps/b376a904-8006-4600-848f-f235e19b26ad.jpg,polyps,2,01717.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/fa6d6342-bfdb-43b1-9635-dc9d2bb5ed23.jpg,dyed-lifted-polyps,3,01718.jpg
Kvasir v2/polyps/polyps/1ea50714-13c8-463c-ba59-f970b925d820.jpg,polyps,2,01719.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/088b80c8-0ad8-4c2d-971e-6a400027c623.jpg,dyed-resection-margins,5,01720.jpg
Kvasir v2/normal-pylorus/normal-pylorus/6af184b7-861d-46aa-95ec-c94fbf70461b.jpg,normal-pylorus,6,01721.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/77ec103c-6441-400e-be56-8b93bc766160.jpg,dyed-resection-margins,5,01722.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/07efb3c4-70e7-4da8-a9fc-b6bf0fda0456.jpg,dyed-resection-margins,5,01723.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/95279bdb-8b57-452f-93f8-b1e78ddf8531.jpg,dyed-resection-margins,5,01724.jpg
Kvasir v2/normal-pylorus/normal-pylorus/9290f29e-740f-41dc-8949-cc073d41cbfe.jpg,normal-pylorus,6,01725.jpg
Kvasir v2/normal/normal/0cad8486-45df-4a84-916b-68abede68878.jpg,normal,8,01726.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/0f8de428-533b-4dd3-accc-0e01ab05dfb5.jpg,dyed-resection-margins,5,01727.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/576dc54b-805d-431b-b747-3c21d049ec68.jpg,ulcerative-colitis,4,01728.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/3c99c6a6-78dc-44ca-8674-e4e29aef91be.jpg,dyed-lifted-polyps,3,01729.jpg
Kvasir v2/polyps/polyps/4ab8cd30-c74d-4522-a632-bc6cde4ee4e5.jpg,polyps,2,01730.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/ae68bef5-8ca4-42fd-a275-d34ee4ea8c14_00000074.jpg,ulcerative-colitis,4,01731.jpg
Kvasir v2/normal-cecum/normal-cecum/0d1e030a-0ff8-4067-9f8b-21cdf63dbaa7.jpg,normal-cecum,1,01732.jpg
Kvasir v2/normal-cecum/normal-cecum/78687b1c-e395-4fc1-a719-d51ba8c586d4.jpg,normal-cecum,1,01733.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/ea737a01-13d8-4707-8745-09eda1252d1c.jpg,ulcerative-colitis,4,01734.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/7025f3a6-ab2b-4f91-a139-0ae4c83dced6.jpg,dyed-resection-margins,5,01735.jpg
Kvasir v2/polyps/polyps/0a98bcca-3046-4d9f-adf7-301ef4897e7a.jpg,polyps,2,01736.jpg
Kvasir v2/normal/normal/73433e34-3924-4b86-8ffb-693aaea48a76.jpg,normal,8,01737.jpg
Kvasir v2/normal/normal/d293876e-ee3d-4370-87d4-d1c327bb4b68.jpg,normal,8,01738.jpg
Kvasir v2/normal-pylorus/normal-pylorus/40f9b93e-e6bc-4ac8-9da9-ba378ee7f7a1.jpg,normal-pylorus,6,01739.jpg
Kvasir v2/esophagitis/esophagitis/6ece4755-6475-461d-b710-3102b529ad17.jpg,esophagitis,7,01740.jpg
Kvasir v2/esophagitis/esophagitis/17a396be-fb05-411a-a1d3-6e7fa695ecd6.jpg,esophagitis,7,01741.jpg
Kvasir v2/normal/normal/5f8a0e10-e7fe-49fa-9e82-21a505392fd6.jpg,normal,8,01742.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/34f35995-0455-4378-b4b5-896ca0adc346.jpg,ulcerative-colitis,4,01743.jpg
Kvasir v2/normal/normal/14316839-9b56-4e52-b18b-11f4045a8ee9.jpg,normal,8,01744.jpg
Kvasir v2/normal-pylorus/normal-pylorus/5e61feb5-63c3-48d9-9a47-0d5938ab995c.jpg,normal-pylorus,6,01745.jpg
Kvasir v2/polyps/polyps/7fa3a6e0-8dc7-423e-8800-37e5ae34be79.jpg,polyps,2,01746.jpg
Kvasir v2/normal-cecum/normal-cecum/06847293-7b3b-4b4e-96f1-aa144a5c725d.jpg,normal-cecum,1,01747.jpg
Kvasir v2/polyps/polyps/4a2b02b7-ea38-47bc-b0dc-e774bf7a176f.jpg,polyps,2,01748.jpg
Kvasir v2/normal-pylorus/normal-pylorus/54fe80b1-114b-4ef9-ac5e-3eed5e06622d.jpg,normal-pylorus,6,01749.jpg
Kvasir v2/normal-pylorus/normal-pylorus/db9401dd-706e-4518-aac8-1c036029114f.jpg,normal-pylorus,6,01750.jpg
Kvasir v2/normal-pylorus/normal-pylorus/b64e16f9-6465-49e0-9927-e8b7a5d01338.jpg,normal-pylorus,6,01751.jpg
Kvasir v2/normal/normal/bb362c4d-c3c6-4563-a9c2-3adb987103f5.jpg,normal,8,01752.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/6c48bc1c-1a0c-434a-905a-1d10b1b70977.jpg,ulcerative-colitis,4,01753.jpg
Kvasir v2/normal-pylorus/normal-pylorus/7e9988db-8f64-4bdb-b382-b2a9416ab751.jpg,normal-pylorus,6,01754.jpg
Kvasir v2/normal-pylorus/normal-pylorus/d0c1e630-c4c7-4d1d-b605-ae486ff0fecc.jpg,normal-pylorus,6,01755.jpg
Kvasir v2/polyps/polyps/6b32ea24-1c5f-428c-887f-fc622f5ae1ee.jpg,polyps,2,01756.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/698f130b-41ff-414d-908c-8d8c0f82d4a8_00001607.jpg,ulcerative-colitis,4,01757.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/5a252c6e-2dbb-425e-a97f-cfd0a4e7fa7b.jpg,dyed-resection-margins,5,01758.jpg
Kvasir v2/normal-cecum/normal-cecum/21f2237a-6e54-46c5-b1e0-92384044a018.jpg,normal-cecum,1,01759.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/82530ab9-0162-4f11-8e80-686f7e7b92c6.jpg,dyed-lifted-polyps,3,01760.jpg
Kvasir v2/polyps/polyps/acb5932b-28bd-4db9-8e03-da79bed1a9fb.jpg,polyps,2,01761.jpg
Kvasir v2/normal-pylorus/normal-pylorus/ef7d9924-690e-4ffb-852c-97eb1b4e11d0.jpg,normal-pylorus,6,01762.jpg
Kvasir v2/polyps/polyps/06c78a72-77c5-421e-8cc3-69ca951207dc.jpg,polyps,2,01763.jpg
Kvasir v2/polyps/polyps/4ead2c29-e5e4-452f-995e-3d54d93d69ff.jpg,polyps,2,01764.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/2f0030d1-6eb3-4c59-a509-590ae9d17342.jpg,ulcerative-colitis,4,01765.jpg
Kvasir v2/polyps/polyps/bf6b54cf-000d-4846-a318-0024d17e3d80.jpg,polyps,2,01766.jpg
Kvasir v2/esophagitis/esophagitis/55866948-68f1-430b-875b-953fc91c6dc6.jpg,esophagitis,7,01767.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/51cacc12-b4f0-4f29-b7f5-20706932a617.jpg,dyed-lifted-polyps,3,01768.jpg
Kvasir v2/esophagitis/esophagitis/2d4c51c5-d311-4fa8-bf07-6b63edc5c43f.jpg,esophagitis,7,01769.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/2301e1bd-9d61-4159-89f9-2382043c4e0a.jpg,dyed-lifted-polyps,3,01770.jpg
Kvasir v2/normal/normal/caebc784-6b44-49ee-852e-020b8d26af7e.jpg,normal,8,01771.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/6cc19876-fe6f-4496-ab13-614b0e281b6a.jpg,dyed-resection-margins,5,01772.jpg
Kvasir v2/esophagitis/esophagitis/9d473636-5b23-4c70-9bce-1e436d93dc01.jpg,esophagitis,7,01773.jpg
Kvasir v2/esophagitis/esophagitis/2e010adf-f72e-4fc5-b9c3-2b1f00c688fe.jpg,esophagitis,7,01774.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/35a16221-32b7-46a7-9dc5-d6fc5b10544b.jpg,dyed-resection-margins,5,01775.jpg
Kvasir v2/normal-cecum/normal-cecum/c9d30866-a28f-497d-95ef-f1f1c3b570b6.jpg,normal-cecum,1,01776.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/584f1fa0-9bb9-49d3-b412-c42819d0a200_00002122.jpg,ulcerative-colitis,4,01777.jpg
Kvasir v2/normal-pylorus/normal-pylorus/bd045f61-d72a-44d9-ae3f-16ce64a57f01.jpg,normal-pylorus,6,01778.jpg
Kvasir v2/polyps/polyps/e6f6b3b6-a881-46b8-bbac-1fe0f7507294.jpg,polyps,2,01779.jpg
Kvasir v2/polyps/polyps/61c618e0-339e-409e-ba18-7eed1fe4ae49.jpg,polyps,2,01780.jpg
Kvasir v2/polyps/polyps/02a5d1fc-c6a4-466c-ab29-9bbbe0652e17.jpg,polyps,2,01781.jpg
Kvasir v2/normal-pylorus/normal-pylorus/e11e8c02-40ee-479b-8a92-89a08eb96ca1.jpg,normal-pylorus,6,01782.jpg
Kvasir v2/normal/normal/30ad4e94-e694-439a-acbb-ab0d1c3922b9.jpg,normal,8,01783.jpg
Kvasir v2/normal/normal/d0b71827-e22f-4263-bc5d-7b7acdb577f2.jpg,normal,8,01784.jpg
Kvasir v2/esophagitis/esophagitis/9c7457f9-08e4-4521-833b-1e900c8f5c28.jpg,esophagitis,7,01785.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/e28a5573-5d97-4a26-8438-3f921ebe2686.jpg,dyed-resection-margins,5,01786.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/e99ef58a-ea1e-444d-9c27-75b1bc84c5b6.jpg,ulcerative-colitis,4,01787.jpg
Kvasir v2/normal-pylorus/normal-pylorus/19f80a92-2b5b-4651-b5f0-570954c232ad.jpg,normal-pylorus,6,01788.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/66f62790-aef7-4131-a889-878f6e80c5d8.jpg,ulcerative-colitis,4,01789.jpg
Kvasir v2/normal-pylorus/normal-pylorus/54291ff2-da24-4aa4-b62e-8c280705b20f.jpg,normal-pylorus,6,01790.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/d3b09f71-f25b-459d-a19a-a1b1e221921b.jpg,dyed-resection-margins,5,01791.jpg
Kvasir v2/normal-cecum/normal-cecum/89bd7e8d-4885-4b7f-a439-d014847ea61b.jpg,normal-cecum,1,01792.jpg
Kvasir v2/normal-pylorus/normal-pylorus/907234ff-d6f3-4027-9007-adcaaa30fbe4.jpg,normal-pylorus,6,01793.jpg
Kvasir v2/normal/normal/c3dae0c2-8e08-417e-aa52-31abc415e043.jpg,normal,8,01794.jpg
Kvasir v2/normal/normal/47d32ac6-64c7-4540-99ea-27cc7939965c.jpg,normal,8,01795.jpg
Kvasir v2/normal-cecum/normal-cecum/af52d6a8-63b2-4822-a2aa-89ed5530b670.jpg,normal-cecum,1,01796.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/1d7d812c-d03c-4523-b2e9-43d007327f33.jpg,ulcerative-colitis,4,01797.jpg
Kvasir v2/esophagitis/esophagitis/12dc6ae2-b4f8-48d8-90e9-a82f2e0158a4.jpg,esophagitis,7,01798.jpg
Kvasir v2/normal/normal/a7576784-a16e-4883-aecd-ac6097fffd32.jpg,normal,8,01799.jpg
Kvasir v2/normal-cecum/normal-cecum/ebe318d3-5c01-4189-a791-242438690a78.jpg,normal-cecum,1,01800.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/698f130b-41ff-414d-908c-8d8c0f82d4a8_00001323.jpg,ulcerative-colitis,4,01801.jpg
Kvasir v2/esophagitis/esophagitis/9af28fa9-ba57-4b88-b255-434ebef8e0f6.jpg,esophagitis,7,01802.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/e24940d6-b640-4083-b0fe-8b8972cbb57f.jpg,dyed-lifted-polyps,3,01803.jpg
Kvasir v2/normal-pylorus/normal-pylorus/d5d6e79f-79df-4e9c-8b05-04098e459ff8.jpg,normal-pylorus,6,01804.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/606d5050-c200-4446-b181-4e177207be4b.jpg,ulcerative-colitis,4,01805.jpg
Kvasir v2/polyps/polyps/79199dd4-7a09-49c2-aa13-cbf0d09a86c4.jpg,polyps,2,01806.jpg
Kvasir v2/esophagitis/esophagitis/e921f762-c3e8-45c6-a0b6-27b4ba5bf4b3.jpg,esophagitis,7,01807.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/690967be-ca53-49d6-a90d-cb5a44e3b353.jpg,ulcerative-colitis,4,01808.jpg
Kvasir v2/normal/normal/d767b267-3cbc-42c0-8935-8034dc2598d9.jpg,normal,8,01809.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/7ceabd95-dc0f-449f-bfd8-1c7626c59aea.jpg,ulcerative-colitis,4,01810.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/cd64102b-51f3-4f60-90f2-53792e4cf3c3.jpg,dyed-lifted-polyps,3,01811.jpg
Kvasir v2/esophagitis/esophagitis/6654701d-aa5e-4280-90c6-c324fa7e8c69.jpg,esophagitis,7,01812.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/3a01ac6e-a859-44fd-9858-4281ed868f74.jpg,dyed-resection-margins,5,01813.jpg
Kvasir v2/normal/normal/d6ffb3f7-be66-415d-a7cb-c86f0eda455f.jpg,normal,8,01814.jpg
Kvasir v2/polyps/polyps/d26283f0-1443-4ca7-85a8-facb7fafab6b.jpg,polyps,2,01815.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/bfe14bd8-8963-469b-b348-cc2029a91d1e.jpg,ulcerative-colitis,4,01816.jpg
Kvasir v2/normal/normal/bafd54da-3ba3-48a2-bb73-216b4419824b.jpg,normal,8,01817.jpg
Kvasir v2/polyps/polyps/765cd26c-8719-4a29-b8c9-624c98bf7537.jpg,polyps,2,01818.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/23394d0e-5228-46a4-9e4e-f2e9dcb2a989.jpg,dyed-resection-margins,5,01819.jpg
Kvasir v2/polyps/polyps/47403c73-9812-4999-90e0-1e14a6aee3bb.jpg,polyps,2,01820.jpg
Kvasir v2/normal-cecum/normal-cecum/400175fe-f25b-4a5c-a35e-a47d86737546.jpg,normal-cecum,1,01821.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/13a62adb-0941-4df7-b788-aa733e244f4f.jpg,dyed-lifted-polyps,3,01822.jpg
Kvasir v2/polyps/polyps/38b0d023-a9b4-42b4-b66f-f3be926d081b.jpg,polyps,2,01823.jpg
Kvasir v2/esophagitis/esophagitis/e359e0cc-d2a5-4d11-a475-4a93b82a3e3c.jpg,esophagitis,7,01824.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/d31c6651-581d-43dd-8ba6-9ca1a9db1ab8.jpg,dyed-lifted-polyps,3,01825.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/0e75b5f4-dae7-46e4-a0ae-cc5729f6491e.jpg,dyed-resection-margins,5,01826.jpg
Kvasir v2/normal-pylorus/normal-pylorus/3897aa94-5780-46b4-8d23-7381008f3fbd.jpg,normal-pylorus,6,01827.jpg
Kvasir v2/normal/normal/d91d2e8b-6b9a-44a2-961a-90f1a73382a2.jpg,normal,8,01828.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/e5959a34-6b52-4053-b047-1d769a138bb9.jpg,dyed-lifted-polyps,3,01829.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/3263b1a2-7e01-4055-bda4-166f4c413f20.jpg,dyed-resection-margins,5,01830.jpg
Kvasir v2/normal/normal/8437650e-944c-41d5-97b9-5f644af7b1e1.jpg,normal,8,01831.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/23b2f181-4cd7-4a89-b157-16a6d275c0e1.jpg,dyed-lifted-polyps,3,01832.jpg
Kvasir v2/normal/normal/70ecac52-6e45-4902-a85f-3cb68bc5be1c.jpg,normal,8,01833.jpg
Kvasir v2/normal-cecum/normal-cecum/eaf6e7bc-6573-4b7f-b263-ffe335923384.jpg,normal-cecum,1,01834.jpg
Kvasir v2/normal/normal/b7d186c5-440c-4a28-a76f-f56c8a2e53f2.jpg,normal,8,01835.jpg
Kvasir v2/normal/normal/3e3c249a-6e20-4c04-b0fa-e75150b1832c.jpg,normal,8,01836.jpg
Kvasir v2/polyps/polyps/00072d5f-7cd8-434c-8a5a-1a0bb2c9711d.jpg,polyps,2,01837.jpg
Kvasir v2/polyps/polyps/94ba877e-4825-4eaf-a589-05a122288216.jpg,polyps,2,01838.jpg
Kvasir v2/normal-cecum/normal-cecum/0b987b88-9c1b-41f6-b54e-9536480312a5.jpg,normal-cecum,1,01839.jpg
Kvasir v2/normal-cecum/normal-cecum/40d1b2ec-9b28-40cd-8996-0d06492351ef.jpg,normal-cecum,1,01840.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/86dca69d-b7fa-4b3c-8d91-aa1a0a1754ca.jpg,ulcerative-colitis,4,01841.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/57cd8658-0886-458e-a875-42a74d420e9c.jpg,dyed-lifted-polyps,3,01842.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/162ede68-ee27-4a85-8658-c1bc9bac11f6.jpg,dyed-lifted-polyps,3,01843.jpg
Kvasir v2/esophagitis/esophagitis/e1d4308b-1fe9-4c50-ac3a-4fa0e38ef487.jpg,esophagitis,7,01844.jpg
Kvasir v2/normal-pylorus/normal-pylorus/6755bb82-8580-4d64-857f-d456facf8685.jpg,normal-pylorus,6,01845.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/d7a8d2b8-f8f2-41b6-9d8f-e86d817210b0.jpg,dyed-resection-margins,5,01846.jpg
Kvasir v2/normal-pylorus/normal-pylorus/3c971179-2df7-4b97-9913-acab82c83d22.jpg,normal-pylorus,6,01847.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/5e573dd1-acbb-4f2d-aa5c-27721afa81cc.jpg,dyed-lifted-polyps,3,01848.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/7faec070-b1e9-4c10-8e70-6b33d95613c5.jpg,ulcerative-colitis,4,01849.jpg
Kvasir v2/polyps/polyps/e646192d-a343-4542-97c1-f809c43c75f1.jpg,polyps,2,01850.jpg
Kvasir v2/normal/normal/25a3db73-9c02-4526-a64b-5aa141b5d337.jpg,normal,8,01851.jpg
Kvasir v2/normal-pylorus/normal-pylorus/dd6e3414-9d9c-4acd-bf00-52ee2890bddb.jpg,normal-pylorus,6,01852.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/780359e6-e777-4df0-b18c-9fd794312d49.jpg,dyed-lifted-polyps,3,01853.jpg
Kvasir v2/normal-cecum/normal-cecum/ee748e4e-24bb-4b85-ab20-3308b2ca0b61.jpg,normal-cecum,1,01854.jpg
Kvasir v2/normal-cecum/normal-cecum/2b9dad7c-1697-4608-b1c0-370f88a230f6.jpg,normal-cecum,1,01855.jpg
Kvasir v2/polyps/polyps/6c8dba04-1662-4031-9e7f-6623589a2caa.jpg,polyps,2,01856.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/57e083ca-80a0-4a2c-817a-771121d25516.jpg,dyed-resection-margins,5,01857.jpg
Kvasir v2/normal-pylorus/normal-pylorus/fde9f0e7-e04f-4831-a8fd-695aa2daf4da.jpg,normal-pylorus,6,01858.jpg
Kvasir v2/normal-pylorus/normal-pylorus/7a85bcd3-b3c8-42a3-a0f5-565609cbb44c.jpg,normal-pylorus,6,01859.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/bf039237-76d8-48b1-9112-7d99d3e96116.jpg,dyed-lifted-polyps,3,01860.jpg
Kvasir v2/normal-pylorus/normal-pylorus/eb12be75-065d-49d8-a757-3740defa0927.jpg,normal-pylorus,6,01861.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/11528cdd-ad34-464f-8a83-cd74b408a887.jpg,ulcerative-colitis,4,01862.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/0d4173fc-096a-4a7c-b431-939f36b44908.jpg,dyed-resection-margins,5,01863.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/698f130b-41ff-414d-908c-8d8c0f82d4a8_00001587.jpg,ulcerative-colitis,4,01864.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/3f533286-bf79-4544-9cb5-c5ca7f2c0838.jpg,dyed-resection-margins,5,01865.jpg
Kvasir v2/polyps/polyps/59a337b3-7eef-4e79-a634-a01e2c4a2bad.jpg,polyps,2,01866.jpg
Kvasir v2/polyps/polyps/d22fcfe0-aaba-4dd5-ae3f-fd60f985bb86.jpg,polyps,2,01867.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/0939742b-5839-4903-9f01-b1c331383987.jpg,dyed-lifted-polyps,3,01868.jpg
